,Code,Name,Country,Exchange,Currency,Type,Isin
36376,PEI-PD,Pennsylvania Real Estate Investment Trust,USA,NYSE,USD,Preferred Stock,
36377,PEIBX,PUTNAM NEW YORK TAX EXEMPT INCOME FUND CLASS B SHARES,USA,NMFQS,USD,FUND,
36378,PEICX,PRUDENTIAL JENNISON VALUE FUND CLASS C,USA,NMFQS,USD,FUND,
36379,PEIFX,PIMCO RAE FUNDAMENTAL EMERGING MARKETS FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US72202L6450
36380,PEIIX,EQUITY INCOME FUND FORMERLY EQUITY INCOME FUND I INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US74254U4994
36381,PEIJX,EQUITY INCOME FUND FORMERLY EQUITY INCOME FUND I CLASS J,USA,NMFQS,USD,FUND,
36382,PEIMF,PepinNini Minerals Limited,USA,PINK,USD,Common Stock,
36383,PEIOX,EQUITY INCOME FUND FORMERLY EQUITY INCOME FUND I R-3,USA,NMFQS,USD,FUND,
36384,PEIPX,EQUITY INCOME FUND FORMERLY EQUITY INCOME FUND I R-4,USA,NMFQS,USD,FUND,
36385,PEIQX,EQUITY INCOME FUND FORMERLY EQUITY INCOME FUND I R-5,USA,NMFQS,USD,FUND,US7425532584
36386,PEIRX,PNC INTERNATIONAL EQUITY FUND CLASS R6,USA,NMFQS,USD,FUND,
36387,PEIYX,PUTNAM EQUITY INCOME FUND CLASS Y SHARES,USA,NMFQS,USD,FUND,US7467454051
36388,PEIZX,PRUDENTIAL JENNISON VALUE FUND CLASS Z,USA,NMFQS,USD,FUND,
36389,PEJ,Invesco Dynamic Leisure and Entertainment ETF,USA,NYSE ARCA,USD,ETF,US46137V7203
36390,PEKMX,PEKMX,USA,NMFQS,USD,FUND,
36391,PEKNX,PEKNX,USA,NMFQS,USD,FUND,
36392,PEKRX,PEKRX,USA,NMFQS,USD,FUND,
36393,PELAX,PIMCO EMERGING LOCAL BOND FUND CLASS A,USA,NMFQS,USD,FUND,
36394,PELBX,PIMCO EMERGING LOCAL BOND FUND INSTITUTIONAL,USA,NMFQS,USD,FUND,US72201F5162
36395,PELCX,PIMCO EMERGING LOCAL BOND FUND CLASS C,USA,NMFQS,USD,FUND,
36396,PELNX,PIMCO EMERGING LOCAL BOND FUND I-3,USA,NMFQS,USD,FUND,
36397,PELPX,PIMCO EMERGING LOCAL BOND FUND CLASS P,USA,NMFQS,USD,FUND,
36398,PEMBX,Putnam Emerging Markets Eq Fd - B,USA,NMFQS,USD,FUND,
36399,PEMC,Pacific Energy & Mining Company,USA,PINK,USD,Common Stock,
36400,PEMCX,PEMCX,USA,NMFQS,USD,FUND,
36401,PEMEX,PEMEX,USA,NMFQS,USD,FUND,
36402,PEMGX,MIDCAP FUND (F/K/A MIDCAP BLEND FUND) CLASS A,USA,NMFQS,USD,FUND,US74254T4435
36403,PEMIF,Pure Energy Minerals Limited,USA,OTCQB,USD,Common Stock,
36404,PEMIX,PIMCO EMERGING MARKETS CORPORATE BOND FUND INSTITUTIONAL,USA,NMFQS,USD,FUND,US72201P5228
36405,PEMLX,Putnam Emerging Markets Eq Fd -R,USA,NMFQS,USD,FUND,
36406,PEMMX,Putnam Emerging Markets Equity A,USA,NMFQS,USD,FUND,
36407,PEMNX,PEMNX,USA,NMFQS,USD,FUND,
36408,PEMPX,PIMCO EMERGING MARKETS BOND FUND CLASS P,USA,NMFQS,USD,FUND,US72201M8183
36409,PEMQX,PEMQX,USA,NMFQS,USD,FUND,
36410,PEMSF,Pacific Empire Minerals Corp,USA,OTCQB,USD,Common Stock,
36411,PEMSX,PEMSX,USA,NMFQS,USD,FUND,
36412,PEMTF,Thoughtful Brands Inc,USA,PINK,USD,Common Stock,
36413,PEMYX,Putnam Emerging Markets Eq Fd -Y,USA,NMFQS,USD,FUND,
36414,PEMZX,Putnam Emerging Markets Equity C,USA,NMFQS,USD,FUND,
36415,PEN,Penumbra Inc,USA,NYSE,USD,Common Stock,US70975L1070
36416,PENAX,PRINCIPAL LIFETIME 2010 FUND CLASS A,USA,NMFQS,USD,FUND,
36417,PENMF,Peninsula Energy Ltd,USA,OTCQB,USD,Common Stock,AU000000PEN6
36418,PENN,Penn National Gaming Inc,USA,NASDAQ,USD,Common Stock,US7075691094
36419,PENNX,ROYCE PENNSYLVANIA MUTUAL FUND INVESTMENT CLASS,USA,NMFQS,USD,FUND,US7809058404
36420,PEO,Adams Natural Resources Fund Inc,USA,NYSE,USD,FUND,US00548F1057
36421,PEOPX,DREYFUS S&P 500 INDEX FUND DREYFUS S&P 500 INDEX FUND,USA,NMFQS,USD,FUND,US26200Q1058
36422,PEP,PepsiCo Inc,USA,NASDAQ,USD,Common Stock,US7134481081
36423,PEPFX,PIMCO RAE FUNDAMENTAL EMERGING MARKETS FUND CLASS P,USA,NMFQS,USD,FUND,
36424,PEPL,PepperLime Health Acquisition Corporation Class A Ordinary Share,USA,NASDAQ,USD,Common Stock,
36425,PEPLU,PepperLime Health Acquisition Corporation Unit,USA,NASDAQ,USD,Common Stock,KYG700211298
36426,PEPLW,PepperLime Health Acquisition Corporation Warrrant,USA,NASDAQ,USD,Common Stock,
36427,PEPSX,INTERNATIONAL EMERGING MARKETS FUND R-5,USA,NMFQS,USD,FUND,
36428,PEQBX,PUTNAM GLOBAL EQUITY FUND CLASS B SHARES,USA,NMFQS,USD,FUND,
36429,PEQCX,PUTNAM EQUITY INCOME FUND CLASS C SHARES,USA,NMFQS,USD,FUND,US7467455041
36430,PEQIX,PIONEER EQUITY INCOME FUND PIONEER EQUITY INCOME FUND: CLASS A,USA,NMFQS,USD,FUND,US72366V1089
36431,PEQKX,PIONEER EQUITY INCOME FUND PIONEER EQUITY INCOME FUND: CLASS K,USA,NMFQS,USD,FUND,
36432,PEQLX,Putnam Equity Income Fd Cl R5,USA,NMFQS,USD,FUND,US7467457021
36433,PEQNX,PUTNAM EQUITY INCOME FUND CLASS B SHARES,USA,NMFQS,USD,FUND,US7467452071
36434,PEQRX,PUTNAM EQUITY INCOME FUND CLASS R SHARES,USA,NMFQS,USD,FUND,US7467456031
36435,PEQSX,Putnam Equity Income Fd Cl R6,USA,NMFQS,USD,FUND,US7467458011
36436,PEQUX,PUTNAM GLOBAL EQUITY FUND CLASS A SHARES,USA,NMFQS,USD,FUND,US7467721020
36437,PEQYX,PUTNAM GLOBAL EQUITY FUND CLASS Y SHARES,USA,NMFQS,USD,FUND,
36438,PEQZX,PRUDENTIAL JENNISON BLEND FUND INC. CLASS Z,USA,NMFQS,USD,FUND,
36439,PERI,Perion Network Ltd,USA,NASDAQ,USD,Common Stock,IL0010958192
36440,PERL,Perla Group International Inc,USA,PINK,USD,Common Stock,US7141501095
36441,PERT,Permanent Technologies Inc,USA,PINK,USD,Common Stock,
36442,PESAF,Panoro Energy ASA,USA,PINK,USD,Common Stock,
36443,PESAX,LARGECAP VALUE FUND III R-1,USA,NMFQS,USD,FUND,
36444,PESI,Perma-Fix Environmental Services Inc,USA,NASDAQ,USD,Common Stock,US7141572039
36445,PESPX,DREYFUS MIDCAP INDEX FUND INC INVESTOR SHARES,USA,NMFQS,USD,FUND,US7122231068
36446,PESSX,INTERNATIONAL EMERGING MARKETS FUND R-4,USA,NMFQS,USD,FUND,
36447,PETAX,REALESTATEREALRETURN STRATEGY FUND A,USA,NMFQS,USD,FUND,US72200Q2993
36448,PETCX,REALESTATEREALRETURN STRATEGY FUND C,USA,NMFQS,USD,FUND,US72200Q2738
36449,PETFF,PTT Public Company Limited,USA,PINK,USD,Common Stock,
36450,PETPX,PIMCO REALESTATEREALRETURN STRATEGY FUND CLASS P,USA,NMFQS,USD,FUND,
36451,PETQ,PetIQ Inc,USA,NASDAQ,USD,Common Stock,US71639T1060
36452,PETRY,Petrobras Distribuidora S.A,USA,PINK,USD,Common Stock,
36453,PETS,PetMed Express Inc,USA,NASDAQ,USD,Common Stock,US7163821066
36454,PETV,PetVivo Holdings Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US7168174081
36455,PETVW,PetVivo Holdings Inc. Warrant,USA,NASDAQ,USD,Common Stock,
36456,PETZ,TDH Holdings Inc,USA,NASDAQ,USD,Common Stock,VGG870841027
36457,PETZX,PETZX,USA,NMFQS,USD,FUND,
36458,PEUCX,EQUITY INCOME FUND FORMERLY EQUITY INCOME FUND I CLASS C,USA,NMFQS,USD,FUND,US74254V8440
36459,PEVAX,PACE SMALL/MEDIUM CO VALUE EQUITY INVESTMENTS CLASS A,USA,NMFQS,USD,FUND,
36460,PEX,ProShares Trust - ProShares Global Listed Private Equity ETF,USA,BATS,USD,ETF,US74348A5332
36461,PEXL,Pacer Funds Trust - Pacer US Export Leaders ETF,USA,NYSE ARCA,USD,ETF,US69374H4020
36462,PEXMX,T. ROWE PRICE EXTENDED EQUITY MARKET INDEX FUND T. ROWE PRICE EXTENDED EQUITY MARKET INDEX FUND,USA,NMFQS,USD,FUND,US7795522074
36463,PEXNY,PTT Exploration and Production Public Company Limited,USA,PINK,USD,Common Stock,US69364V1061
36464,PEXTX,PEXTX,USA,NMFQS,USD,FUND,
36465,PEXZF,Pacific Ridge Exploration Ltd,USA,OTCQB,USD,Common Stock,
36466,PEY,Invesco High Yield Equity Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US73935X3026
36467,PEYAX,PUTNAM EQUITY INCOME FUND CLASS A SHARES,USA,NMFQS,USD,FUND,US7467451081
36468,PEYE,Precision Optics Corporation Inc,USA,OTCQB,USD,Common Stock,US7402943010
36469,PEYUF,Peyto Exploration & Development Corp,USA,PINK,USD,Common Stock,CA7170461064
36470,PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,USA,NASDAQ,USD,ETF,US73935X4198
36471,PFACX,PACIFIC FUNDS SMALL-CAP CLASS C,USA,NMFQS,USD,FUND,
36472,PFADX,RISKPRO&REG; PFG 0-15 FUND RISKPRO&REG; PFG 0-15 FUND CLASS R,USA,NMFQS,USD,FUND,
36473,PFALX,PFALX,USA,NASDAQ,USD,FUND,
36474,PFANX,PIMCO Capital Sec and Financials Fund A,USA,NMFQS,USD,FUND,
36475,PFATX,PIMCO FUNDAMENTAL ADVANTAGE ABSOLUTE RETURN STRATEGY FUND INSTITUTIONAL,USA,NMFQS,USD,FUND,US72201F1104
36476,PFBC,Preferred Bank,USA,NASDAQ,USD,Common Stock,US7403674044
36477,PFBN,Pacific Alliance Bank,USA,PINK,USD,Common Stock,US6939631007
36478,PFBPX,PIMCO FOREIGN BOND FUND (U.S. DOLLAR-HEDGED) CLASS P,USA,NMFQS,USD,FUND,US72201M7847
36479,PFBX,Peoples Financial Corporation,USA,OTCQX,USD,Common Stock,US71103B1026
36480,PFC,Premier Financial Corp,USA,NASDAQ,USD,Common Stock,US74052F1084
36481,PFCJX,PFCJX,USA,NMFQS,USD,FUND,
36482,PFCOX,PFCOX,USA,NMFQS,USD,FUND,
36483,PFCXX,PFCXX,USA,NMFQS,USD,FUND,
36484,PFD,Flaherty & Crumrine Preferred Income Fund Inc,USA,NYSE,USD,FUND,US3384801060
36485,PFDAX,PACIFIC FUNDS SMALL/MID-CAP CLASS A,USA,NMFQS,USD,FUND,
36486,PFDBBX,PFDBBX,USA,NMFQS,USD,FUND,
36487,PFDBCX,PFDBCX,USA,NMFQS,USD,FUND,
36488,PFDOX,RISKPRO&REG; DYNAMIC 0-10 FUND RISKPRO&REG; DYNAMIC 0-10 FUND CLASS R,USA,NMFQS,USD,FUND,
36489,PFDR,Pathfinder Acquisition Corporation,USA,NASDAQ,USD,Common Stock,KYG041191068
36490,PFDRU,Pathfinder Acquisition Corporation,USA,NASDAQ,USD,Common Stock,KYG041191142
36491,PFDRW,Pathfinder Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
36492,PFE,Pfizer Inc,USA,NYSE,USD,Common Stock,US7170811035
36493,PFEAX,PACIFIC FUNDS SMALL-CAP VALUE CLASS A,USA,NMFQS,USD,FUND,
36494,PFEB,Innovator S&P 500 Power Buffer ETF - February,USA,BATS,USD,ETF,
36495,PFEIX,PACIFIC FUNDS SMALL-CAP VALUE CLASS S,USA,NMFQS,USD,FUND,
36496,PFESX,PFESX,USA,NMFQS,USD,FUND,
36497,PFF,iShares Preferred and Income Securities ETF,USA,NASDAQ,USD,ETF,US4642886877
36498,PFFA,ETFis Series Trust I - Virtus InfraCap U.S. Preferred Stock ETF,USA,NYSE ARCA,USD,ETF,US26923G8226
36499,PFFD,Global X U.S. Preferred ETF,USA,NYSE ARCA,USD,ETF,US37954Y6573
36500,PFFDX,PACIFIC FUNDS SMALL-CAP VALUE ADVISOR CLASS,USA,NMFQS,USD,FUND,
36501,PFFEF,Pool Safe Inc,USA,PINK,USD,Common Stock,
36502,PFFFX,PFFFX,USA,NMFQS,USD,FUND,
36503,PFFL,ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN,USA,NYSE ARCA,USD,ETF,US90274E1745
36504,PFFLX,PFFLX,USA,NASDAQ,USD,FUND,
36505,PFFOF,Portofino Resources Inc,USA,OTCQB,USD,Common Stock,
36506,PFFR,ETFis Series Trust I - InfraCap REIT Preferred ETF,USA,NYSE ARCA,USD,ETF,US26923G4001
36507,PFFRX,T. ROWE PRICE INSTITUTIONAL FLOATING RATE FUND T. ROWE PRICE INSTITUTIONAL FLOATING RATE FUND-F CLASS,USA,NMFQS,USD,FUND,US77958B1052
36508,PFFSX,PFFSX,USA,NMFQS,USD,FUND,
36509,PFFV,Global X Variable Rate Preferred ETF,USA,NYSE ARCA,USD,ETF,
36510,PFFVF,Pfeiffer Vacuum Technology AG,USA,PINK,USD,Common Stock,
36511,PFG,Principal Financial Group Inc,USA,NASDAQ,USD,Common Stock,US74251V1026
36512,PFGAX,LONG-TERM U.S. GOVERNMENT FUND A,USA,NMFQS,USD,FUND,US6933911876
36513,PFGBQ,PFO Global Inc,USA,OTCCE,USD,Common Stock,US69343G1058
36514,PFGC,Performance Food Group Company,USA,NYSE,USD,Common Stock,US71377A1034
36515,PFGCX,LONG-TERM U.S. GOVERNMENT FUND C,USA,NMFQS,USD,FUND,
36516,PFGGX,PFGGX,USA,NMFQS,USD,FUND,
36517,PFGKX,PIONEER FUNDAMENTAL GROWTH FUND PIONEER FUNDAMENTAL GROWTH FUND: CLASS K,USA,NMFQS,USD,FUND,US7236957061
36518,PFGRX,PIONEER FUNDAMENTAL GROWTH FUND PIONEER FUNDAMENTAL GROWTH FUND: CLASS R,USA,NMFQS,USD,FUND,US7236955081
36519,PFGTF,Pacific Edge Limited,USA,PINK,USD,Common Stock,
36520,PFH,CABCO Trust for JC Penney Debentures,USA,NYSE,USD,Common Stock,US7443208886
36521,PFHCX,PACIFIC FUNDS SMALL-CAP VALUE CLASS C,USA,NMFQS,USD,FUND,
36522,PFHD,Professional Holding Corp,USA,NASDAQ,USD,Common Stock,US7431391074
36523,PFHO,Pacific Health Care Organization Inc,USA,OTCQB,USD,Common Stock,
36524,PFI,Invesco DWA Financial Momentum ETF,USA,NASDAQ,USD,ETF,US73935X3778
36525,PFIAX,PIMCO FLOATING INCOME FUND A,USA,NMFQS,USD,FUND,US7220051624
36526,PFICX,Putnam Floating Rate Income C,USA,NMFQS,USD,FUND,US7467634652
36527,PFIE,Profire Energy Inc,USA,NASDAQ,USD,Common Stock,US74316X1019
36528,PFIEX,INTERNATIONAL EQUITY INDEX FUND R-6,USA,NMFQS,USD,FUND,
36529,PFIFX,STRATEGIC ASSET MANAGEMENT FLEXIBLE INCOME PORTFOLIO R-5,USA,NMFQS,USD,FUND,
36530,PFIG,Invesco Exchange-Traded Fund Trust II - Invesco Fundamental Investment Grade Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US73937B7617
36531,PFIGX,STRATEGIC ASSET MANAGEMENT FLEXIBLE INCOME PORTFOLIO R-1,USA,NMFQS,USD,FUND,
36532,PFIIX,PIMCO FLOATING INCOME FUND INSTITUTIONAL,USA,NMFQS,USD,FUND,US7220051707
36533,PFIJX,STRATEGIC ASSET MANAGEMENT FLEXIBLE INCOME PORTFOLIO CLASS J,USA,NMFQS,USD,FUND,US74254U1842
36534,PFILX,STRATEGIC ASSET MANAGEMENT FLEXIBLE INCOME PORTFOLIO R-4,USA,NMFQS,USD,FUND,
36535,PFIN,P&F Industries Inc,USA,NASDAQ,USD,Common Stock,US6928305084
36536,PFINX,PIMCO Capital Sec and Financials Fund In,USA,NMFQS,USD,FUND,
36537,PFIOX,PFIOX,USA,NMFQS,USD,Mutual Fund,
36538,PFIPX,STRATEGIC ASSET MANAGEMENT FLEXIBLE INCOME PORTFOLIO R-3,USA,NMFQS,USD,FUND,
36539,PFIS,Peoples Financial Services Corp,USA,NASDAQ,USD,Common Stock,US7110401053
36540,PFISX,INTERNATIONAL SMALL COMPANY FUND R-6,USA,NMFQS,USD,FUND,
36541,PFIUX,PIMCO UNCONSTRAINED BOND FUND INSTITUTIONAL,USA,NMFQS,USD,FUND,US72201M4877
36542,PFIX,Simplify Exchange Traded Funds - Simplify Interest Rate Hedge ETF,USA,NYSE ARCA,USD,ETF,
36543,PFJAX,Putnam High Yield Fund Class R,USA,NMFQS,USD,FUND,
36544,PFJDX,RISKPRO&REG; DYNAMIC 20-30 FUND CLASS R,USA,NMFQS,USD,FUND,
36545,PFJHX,PFJHX,USA,NMFQS,USD,Mutual Fund,
36546,PFJIX,PACIFIC FUNDS SMALL-CAP CLASS S,USA,NMFQS,USD,FUND,
36547,PFKAX,PACIFIC FUNDS SMALL-CAP CLASS A,USA,NMFQS,USD,FUND,
36548,PFL,PIMCO Income Strategy Fund,USA,NYSE,USD,FUND,US72201H1086
36549,PFLC,Pacific Financial Corporation,USA,OTCQX,USD,Common Stock,US6942751081
36550,PFLD,AAM Low Duration Preferred and Income Securities ETF,USA,NYSE ARCA,USD,ETF,
36551,PFLEX,PIMCO Flexible Credit Income Fund Inst,USA,NASDAQ,USD,FUND,
36552,PFLJX,PRINCIPAL LIFETIME 2050 FUND CLASS J,USA,NMFQS,USD,FUND,US74253M2742
36553,PFLLX,Putnam Floating Rate Incm Cl R,USA,NMFQS,USD,FUND,
36554,PFLRX,PUTNAM FLOATING RATE INCOME FUND CLASS A SHARES,USA,NMFQS,USD,FUND,US7467634819
36555,PFLT,PennantPark Floating Rate Capital Ltd,USA,NYSE,USD,Common Stock,US70806A1060
36556,PFM,Invesco Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US46137V5066
36557,PFMDX,PACIFIC FUNDS SMALL/MID-CAP ADVISOR CLASS,USA,NMFQS,USD,FUND,
36558,PFMIX,MUNICIPAL BOND FUND INSTITUTIONAL,USA,NMFQS,USD,FUND,US6933916586
36559,PFMT,Performant Financial Corporation,USA,NASDAQ,USD,Common Stock,US71377E1055
36560,PFN,PIMCO Income Strategy Fund II,USA,NYSE,USD,FUND,US72201J1043
36561,PFNCX,PIMCO FLOATING INCOME FUND C,USA,NMFQS,USD,FUND,US7220051541
36562,PFND,Pathfinder Cell Therapy Inc,USA,PINK,USD,Common Stock,
36563,PFNIX,PIMCO LOW DURATION INCOME FUND I-3,USA,NMFQS,USD,FUND,
36564,PFNL,Plymouth Financial Corporation,USA,PINK,USD,Common Stock,US7295111055
36565,PFNNX,PIMCO Preferred and Capital Securities Fund-3,USA,NMFQS,USD,FUND,
36566,PFNO,ParaFin Corporation,USA,PINK,USD,Common Stock,US69912M4006
36567,PFNUX,PIMCO DYNAMIC BOND FUND I-3,USA,NMFQS,USD,FUND,
36568,PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,USA,NYSE,USD,FUND,US33848E1064
36569,PFOAX,PIMCO FOREIGN BOND FUND (U.S. DOLLAR-HEDGED) A,USA,NMFQS,USD,FUND,US6933912452
36570,PFOCX,PIMCO FOREIGN BOND FUND (U.S. DOLLAR-HEDGED) C,USA,NMFQS,USD,FUND,US6933912601
36571,PFODF,Premier Foods plc,USA,PINK,USD,Common Stock,
36572,PFOIX,PACIFIC FUNDS SMALL/MID-CAP CLASS S,USA,NMFQS,USD,FUND,
36573,PFONX,PIMCO INTERNATIONAL BOND FUND (U.S. DOLLAR-HEDGED) I-3,USA,NMFQS,USD,FUND,
36574,PFORX,PIMCO FOREIGN BOND FUND (U.S. DOLLAR-HEDGED) INSTITUTIONAL,USA,NMFQS,USD,FUND,US6933908823
36575,PFPCX,PACIFIC FUNDS SMALL/MID-CAP CLASS C,USA,NMFQS,USD,FUND,
36576,PFPFX,POPLAR FOREST PARTNERS FUND CLASS A,USA,NMFQS,USD,FUND,US00768D8149
36577,PFPLX,PARNASSUS FIXED INCOME FUND INSTITUTIONAL SHARES,USA,NMFQS,USD,FUND,
36578,PFPMX,PARNASSUS MID CAP FUND INSTITUTIONAL SHARES,USA,NMFQS,USD,FUND,US7017655058
36579,PFPNX,PIMCO Capital Sec and Financials Fund P,USA,NMFQS,USD,FUND,
36580,PFPPX,MIDCAP GROWTH FUND R-3,USA,NMFQS,USD,FUND,
36581,PFPRX,Parnassus Fund Inst Shares,USA,NMFQS,USD,FUND,US7017653079
36582,PFPWX,PARNASSUS ENDEAVOR FUND INSTITUTIONAL SHARES,USA,NMFQS,USD,FUND,US7017654069
36583,PFQAX,PIMCO RAE FUNDAMENTAL GLOBAL FUND CLASS A,USA,NMFQS,USD,FUND,
36584,PFQDX,PACIFIC FUNDS SMALL-CAP ADVISOR CLASS,USA,NMFQS,USD,FUND,
36585,PFQIX,PIMCO RAE FUNDAMENTAL GLOBAL FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US72202L5957
36586,PFQPX,PIMCO RAE FUNDAMENTAL GLOBAL FUND CLASS P,USA,NMFQS,USD,FUND,
36587,PFRAX,PIMCO FOREIGN BOND FUND (U.S. DOLLAR-HEDGED) ADMINISTRATIVE,USA,NMFQS,USD,FUND,US6933906926
36588,PFRBX,Putnam Floating Rate Incm Fd Cl B,USA,NMFQS,USD,FUND,
36589,PFRCX,FOREIGN BOND FUND (UNHEDGED) C,USA,NMFQS,USD,FUND,
36590,PFRIX,PRUDENTIAL FLOATING RATE INCOME FUND CLASS Q,USA,NMFQS,USD,FUND,
36591,PFRNX,PENN CAPITAL SENIOR FLOATING RATE INCOME FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
36592,PFRRF,PetroFrontier Corp,USA,PINK,USD,Common Stock,CA71648X1069
36593,PFRRX,PIMCO FOREIGN BOND FUND (U.S. DOLLAR-HEDGED) R,USA,NMFQS,USD,FUND,
36594,PFRSX,REAL ESTATE SECURITIES FUND R-6,USA,NMFQS,USD,FUND,
36595,PFRYX,Putnam Floating Rate Y Share,USA,NMFQS,USD,FUND,US7467632268
36596,PFRZX,PFRZX,USA,NMFQS,USD,FUND,
36597,PFS,Provident Financial Services Inc,USA,NYSE,USD,Common Stock,US74386T1051
36598,PFSAX,PRUDENTIAL FINANCIAL SERVICES FUND CLASS A,USA,NMFQS,USD,FUND,US74441P1066
36599,PFSEX,RISKPRO&REG; 30+ FUND CLASS R,USA,NMFQS,USD,FUND,
36600,PFSF,Pacific Software Inc,USA,PINK,USD,Common Stock,
36601,PFSI,PennyMac Financial Services Inc,USA,NYSE,USD,Common Stock,US70932M1071
36602,PFSIX,PIMCO EMERGING MARKETS FULL SPECTRUM BOND FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US72201U5627
36603,PFSLX,PARADIGM SELECT FUND PARADIGM SELECT FUND,USA,NMFQS,USD,FUND,
36604,PFSMX,RISKPRO&REG; PFG 30+ FUND RISKPRO&REG; PFG 30+ FUND CLASS R,USA,NMFQS,USD,FUND,
36605,PFSQX,PRUDENTIAL JENNISON FINANCIAL SERVICES FUND CLASS Q,USA,NMFQS,USD,FUND,
36606,PFSRX,VIRTUS SENIOR FLOATING RATE FUND CLASS C,USA,NMFQS,USD,FUND,US92828R5375
36607,PFSVX,PFSVX,USA,NMFQS,USD,FUND,
36608,PFSW,PFSweb Inc,USA,NASDAQ,USD,Common Stock,US7170982067
36609,PFSZX,PRUDENTIAL FINANCIAL SERVICES FUND CLASS Z,USA,NMFQS,USD,FUND,
36610,PFTA,Portage Fintech Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG7185D1060
36611,PFTAU,Portage Fintech Acquisition Corporation Unit,USA,NASDAQ,USD,Common Stock,KYG7185D1227
36612,PFTAW,Portage Fintech Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
36613,PFTCX,SHORT-TERM FUND C,USA,NMFQS,USD,FUND,US6933912379
36614,PFTEX,RISKPRO&REG; TACTICAL 0-30 FUND RISKPRO&REG; TACTICAL 0-30 FUND CLASS R,USA,NMFQS,USD,FUND,
36615,PFTI,Puradyn Filter Technologies Inc,USA,PINK,USD,Common Stock,US7460911073
36616,PFTPX,PIMCO FLOATING INCOME FUND CLASS P,USA,NMFQS,USD,FUND,
36617,PFTSX,PFTSX,USA,NMFQS,USD,FUND,
36618,PFTY,Parallel Flight Technologies Inc,USA,OTCGREY,USD,Common Stock,
36619,PFUAX,FOREIGN BOND FUND (UNHEDGED) A,USA,NMFQS,USD,FUND,
36620,PFUIX,FOREIGN BOND FUND (UNHEDGED) INSTITUTIONAL,USA,NMFQS,USD,FUND,US7220052200
36621,PFUMX,FINISTERRE UNCONSTRAINED EMERGING MARKETS BOND FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
36622,PFUNX,PIMCO INTERNATIONAL BOND FUND (UNHEDGED) I-3,USA,NMFQS,USD,FUND,
36623,PFUPX,PIMCO FOREIGN BOND FUND (UNHEDGED) CLASS P,USA,NMFQS,USD,FUND,
36624,PFUT,Putnam Sustainable Future ETF,USA,NYSE ARCA,USD,ETF,
36625,PFUUX,PIMCO FOREIGN BOND FUND (UNHEDGED) ADMINISTRATIVE,USA,NMFQS,USD,FUND,
36626,PFWIQ,Petrone Worldwide Inc,USA,PINK,USD,Common Stock,
36627,PFX,Phenixfin Corporation,USA,NASDAQ,USD,Common Stock,US71742W1036
36628,PFXAX,PACE MORTGAGE-BACKED SECURITIES FIXED INCOME INVESTMENTS CLASS A,USA,NMFQS,USD,FUND,
36629,PFXF,VanEck Vectors Preferred Securities ex Financials ETF,USA,NYSE ARCA,USD,ETF,US92189F4292
36630,PFXNL,PhenixFIN Corporation,USA,NASDAQ,USD,Common Stock,
36631,PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,USA,NASDAQ,USD,Common Stock,
36632,PFXYX,PACE MORTGAGE-BACKED SECURITIES FIXED INCOME INVESTMENTS CLASS Y,USA,NMFQS,USD,FUND,
36633,PG,The Procter & Gamble Company,USA,NYSE,USD,Common Stock,US7427181091
36634,PGAEX,PGAEX,USA,NMFQS,USD,FUND,
36635,PGAFX,PGAFX,USA,NMFQS,USD,FUND,
36636,PGAGX,PGAGX,USA,NMFQS,USD,FUND,
36637,PGAHX,PGAHX,USA,NMFQS,USD,FUND,
36638,PGAI,PGI Incorporated,USA,PINK,USD,Common Stock,
36639,PGAIX,PIMCO GLOBAL MULTI-ASSET FUND INSTITUTIONAL,USA,NMFQS,USD,FUND,US72201P1003
36640,PGAL,Global X MSCI Portugal ETF,USA,NYSE ARCA,USD,ETF,US37950E1929
36641,PGANX,PGANX,USA,NMFQS,USD,Mutual Fund,
36642,PGAPX,PIMCO GLOBAL MULTI-ASSET FUND P,USA,NMFQS,USD,FUND,
36643,PGAQX,PGAQX,USA,NMFQS,USD,Mutual Fund,
36644,PGAS,Petrogress Inc,USA,PINK,USD,Common Stock,US71650A3095
36645,PGAUX,PGAUX,USA,NMFQS,USD,Mutual Fund,
36646,PGAVX,PGAVX,USA,NMFQS,USD,Mutual Fund,
36647,PGBAX,GLOBAL DIVERSIFIED INCOME FUND CLASS A,USA,NMFQS,USD,FUND,US74254V2245
